antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"region=East Africa, moisture_category=Dry_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.07,0.34,0.032,0.45714285714285713,1.3445378151260503,1.0,0.008199999999999995,1.2157894736842103,0.275537634408602,0.08465608465608465,0.17748917748917745,0.27563025210084036
"sowing_season=Spring, rainfall_category=Moderate_Rain, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.07,0.34,0.032,0.45714285714285713,1.3445378151260503,1.0,0.008199999999999995,1.2157894736842103,0.275537634408602,0.08465608465608465,0.17748917748917745,0.27563025210084036
"fertilizer_type=Organic, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.092,0.34,0.042,0.4565217391304348,1.3427109974424551,1.0,0.01072,1.2144,0.28109922383050134,0.10769230769230768,0.17654808959156787,0.29002557544757035
"rainfall_category=Moderate_Rain, temp_category=Moderate_Temp, crop_type=Maize",yield_level=High_Yield,0.092,0.34,0.042,0.4565217391304348,1.3427109974424551,1.0,0.01072,1.2144,0.28109922383050134,0.10769230769230768,0.17654808959156787,0.29002557544757035
"rainfall_category=Low_Rain, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.092,0.34,0.042,0.4565217391304348,1.3427109974424551,1.0,0.01072,1.2144,0.28109922383050134,0.10769230769230768,0.17654808959156787,0.29002557544757035
"sowing_season=Spring, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.114,0.34,0.052,0.45614035087719296,1.3415892672858616,1.0,0.013239999999999995,1.213548387096774,0.28737628060427145,0.12935323383084577,0.1759702286018075,0.3045407636738906
"moisture_category=Dry_Soil, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.136,0.34,0.062,0.45588235294117646,1.3408304498269894,1.0,0.015759999999999996,1.2129729729729726,0.294205495818399,0.1497584541062802,0.17557932263814613,0.3191176470588235
"crop_type=Cotton, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, irrigation_type=Sprinkler, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Cool",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"region=South USA, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"sowing_season=Spring, moisture_category=Dry_Soil, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"crop_type=Wheat, sowing_season=Winter, temp_category=Moderate_Temp",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"region=East Africa, rainfall_category=Moderate_Rain, sowing_season=Winter, temp_category=Moderate_Temp",yield_level=High_Yield,0.066,0.34,0.03,0.45454545454545453,1.336898395721925,1.0,0.007559999999999997,1.21,0.26980728051391856,0.07978723404255318,0.1735537190082644,0.2713903743315508
"sowing_season=Spring, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.102,0.34,0.046,0.45098039215686275,1.3264129181084197,1.0,0.011319999999999997,1.202142857142857,0.27403892708434197,0.11616161616161616,0.1681521093285799,0.2931372549019608
"rainfall_category=Low_Rain, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.182,0.34,0.082,0.45054945054945056,1.3251454427925016,1.0,0.02012,1.2011999999999998,0.29995825630627937,0.18636363636363637,0.1674991674991675,0.3458629605688429
"fertilizer_type=Organic, rainfall_category=Moderate_Rain, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.12,0.34,0.054,0.45,1.3235294117647058,1.0,0.013199999999999996,1.1999999999999997,0.2777777777777777,0.13300492610837436,0.16666666666666666,0.3044117647058824
"fertilizer_type=Organic, ph_category=Neutral_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.08,0.34,0.036,0.44999999999999996,1.3235294117647056,1.0,0.008799999999999995,1.1999999999999997,0.26570048309178734,0.09374999999999997,0.16666666666666657,0.2779411764705882
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, region=South India",yield_level=High_Yield,0.08,0.34,0.036,0.44999999999999996,1.3235294117647056,1.0,0.008799999999999995,1.1999999999999997,0.26570048309178734,0.09374999999999997,0.16666666666666657,0.2779411764705882
"rainfall_category=Moderate_Rain, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.196,0.34,0.088,0.44897959183673464,1.3205282112845136,1.0,0.02135999999999999,1.1977777777777776,0.30189959294436897,0.1964285714285714,0.16512059369202217,0.35390156062424966
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.116,0.34,0.052,0.44827586206896547,1.3184584178498984,1.0,0.012559999999999995,1.1962499999999998,0.27323355377654013,0.1287128712871287,0.16405433646812947,0.30060851926977683
"rainfall_category=Low_Rain, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.076,0.34,0.034,0.44736842105263164,1.3157894736842106,1.0,0.00816,1.1942857142857142,0.2597402597402597,0.08900523560209425,0.16267942583732065,0.2736842105263158
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, temp_category=Cool",yield_level=High_Yield,0.076,0.34,0.034,0.44736842105263164,1.3157894736842106,1.0,0.00816,1.1942857142857142,0.2597402597402597,0.08900523560209425,0.16267942583732065,0.2736842105263158
"rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.17,0.34,0.076,0.44705882352941173,1.3148788927335637,1.0,0.018199999999999987,1.1936170212765955,0.2885225110970195,0.17511520737327188,0.16221033868092685,0.3352941176470588
"ph_category=Acidic_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.094,0.34,0.042,0.4468085106382979,1.3141426783479349,1.0,0.01004,1.1930769230769231,0.26384946914748236,0.10714285714285714,0.16183107672469377,0.2851689612015019
"ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, temp_category=Moderate_Temp",yield_level=High_Yield,0.094,0.34,0.042,0.4468085106382979,1.3141426783479349,1.0,0.01004,1.1930769230769231,0.26384946914748236,0.10714285714285714,0.16183107672469377,0.2851689612015019
"temp_category=Moderate_Temp, moisture_category=Dry_Soil, crop_type=Maize",yield_level=High_Yield,0.094,0.34,0.042,0.4468085106382979,1.3141426783479349,1.0,0.01004,1.1930769230769231,0.26384946914748236,0.10714285714285714,0.16183107672469377,0.2851689612015019
"rainfall_category=Moderate_Rain, ph_category=Acidic_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.094,0.34,0.042,0.4468085106382979,1.3141426783479349,1.0,0.01004,1.1930769230769231,0.26384946914748236,0.10714285714285714,0.16183107672469377,0.2851689612015019
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil",yield_level=High_Yield,0.126,0.34,0.056,0.4444444444444445,1.3071895424836601,1.0,0.013159999999999998,1.1879999999999997,0.2688787185354691,0.13658536585365852,0.15824915824915828,0.30457516339869284
"rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, temp_category=Moderate_Temp, crop_type=Maize",yield_level=High_Yield,0.072,0.34,0.032,0.4444444444444445,1.3071895424836601,1.0,0.007520000000000002,1.1879999999999997,0.2532327586206897,0.08421052631578947,0.15824915824915828,0.26928104575163403
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter",yield_level=High_Yield,0.09,0.34,0.04,0.4444444444444445,1.3071895424836601,1.0,0.009399999999999999,1.1879999999999997,0.2582417582417582,0.10256410256410255,0.15824915824915828,0.28104575163398693
"rainfall_category=Low_Rain, irrigation_type=No Irrigation",yield_level=High_Yield,0.072,0.34,0.032,0.4444444444444445,1.3071895424836601,1.0,0.007520000000000002,1.1879999999999997,0.2532327586206897,0.08421052631578947,0.15824915824915828,0.26928104575163403
"sowing_season=Spring, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.072,0.34,0.032,0.4444444444444445,1.3071895424836601,1.0,0.007520000000000002,1.1879999999999997,0.2532327586206897,0.08421052631578947,0.15824915824915828,0.26928104575163403
"sowing_season=Winter, ndvi_category=Medium_NDVI, fertilizer_type=Inorganic",yield_level=High_Yield,0.108,0.34,0.048,0.4444444444444445,1.3071895424836601,1.0,0.011279999999999998,1.1879999999999997,0.26345291479820626,0.12,0.15824915824915828,0.2928104575163399
"rainfall_category=Moderate_Rain, sowing_season=Winter, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.126,0.34,0.056,0.4444444444444445,1.3071895424836601,1.0,0.013159999999999998,1.1879999999999997,0.2688787185354691,0.13658536585365852,0.15824915824915828,0.30457516339869284
"temp_category=Moderate_Temp, sowing_season=Winter, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.126,0.34,0.056,0.4444444444444445,1.3071895424836601,1.0,0.013159999999999998,1.1879999999999997,0.2688787185354691,0.13658536585365852,0.15824915824915828,0.30457516339869284
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, moisture_category=Dry_Soil, region=South India",yield_level=High_Yield,0.072,0.34,0.032,0.4444444444444445,1.3071895424836601,1.0,0.007520000000000002,1.1879999999999997,0.2532327586206897,0.08421052631578947,0.15824915824915828,0.26928104575163403
"sowing_season=Spring, crop_type=Soybean",yield_level=High_Yield,0.072,0.34,0.032,0.4444444444444445,1.3071895424836601,1.0,0.007520000000000002,1.1879999999999997,0.2532327586206897,0.08421052631578947,0.15824915824915828,0.26928104575163403
"temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.198,0.34,0.088,0.4444444444444444,1.30718954248366,1.0,0.02067999999999999,1.1879999999999997,0.2930174563591021,0.1955555555555555,0.1582491582491582,0.35163398692810455
"fertilizer_type=Organic, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.122,0.34,0.054,0.4426229508196721,1.3018322082931533,1.0,0.012519999999999996,1.1841176470588235,0.2640681683961865,0.1323529411764706,0.1554893194237456,0.3007232401157184
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Mixed",yield_level=High_Yield,0.104,0.34,0.046,0.44230769230769235,1.3009049773755657,1.0,0.010639999999999997,1.1834482758620688,0.2581521739130434,0.11557788944723617,0.15501165501165506,0.2888009049773756
"sowing_season=Spring, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.104,0.34,0.046,0.44230769230769235,1.3009049773755657,1.0,0.010639999999999997,1.1834482758620688,0.2581521739130434,0.11557788944723617,0.15501165501165506,0.2888009049773756
"temp_category=Moderate_Temp, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.172,0.34,0.076,0.4418604651162791,1.2995896032831737,1.0,0.01752,1.1824999999999999,0.27841342486651416,0.1743119266055046,0.1543340380549683,0.33269493844049247
"moisture_category=Dry_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, fertilizer_type=Inorganic",yield_level=High_Yield,0.086,0.34,0.038,0.4418604651162791,1.2995896032831737,1.0,0.00876,1.1824999999999999,0.252216975699643,0.09793814432989689,0.1543340380549683,0.276812585499316
"region=East Africa, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, temp_category=Moderate_Temp",yield_level=High_Yield,0.086,0.34,0.038,0.4418604651162791,1.2995896032831737,1.0,0.00876,1.1824999999999999,0.252216975699643,0.09793814432989689,0.1543340380549683,0.276812585499316
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff, fertilizer_type=Organic",yield_level=High_Yield,0.068,0.34,0.03,0.4411764705882352,1.29757785467128,1.0,0.006879999999999997,1.1810526315789471,0.24606580829756786,0.07936507936507936,0.1532976827094473,0.2647058823529411
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil, region=East Africa",yield_level=High_Yield,0.068,0.34,0.03,0.4411764705882352,1.29757785467128,1.0,0.006879999999999997,1.1810526315789471,0.24606580829756786,0.07936507936507936,0.1532976827094473,0.2647058823529411
"irrigation_type=Drip, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.068,0.34,0.03,0.4411764705882352,1.29757785467128,1.0,0.006879999999999997,1.1810526315789471,0.24606580829756786,0.07936507936507936,0.1532976827094473,0.2647058823529411
"moisture_category=Dry_Soil, sowing_season=Winter, irrigation_type=Sprinkler, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.068,0.34,0.03,0.4411764705882352,1.29757785467128,1.0,0.006879999999999997,1.1810526315789471,0.24606580829756786,0.07936507936507936,0.1532976827094473,0.2647058823529411
"rainfall_category=Low_Rain, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil",yield_level=High_Yield,0.164,0.34,0.072,0.4390243902439024,1.2912482065997128,1.0,0.01623999999999999,1.1765217391304346,0.26980329611908543,0.16666666666666666,0.1500369549150036,0.3253945480631276
"irrigation_type=No Irrigation, rainfall_category=Moderate_Rain, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.082,0.34,0.036,0.4390243902439024,1.2912482065997128,1.0,0.008119999999999995,1.1765217391304346,0.24570321955942856,0.09326424870466318,0.1500369549150036,0.2724533715925394
"crop_type=Wheat, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.082,0.34,0.036,0.4390243902439024,1.2912482065997128,1.0,0.008119999999999995,1.1765217391304346,0.24570321955942856,0.09326424870466318,0.1500369549150036,0.2724533715925394
"region=East Africa, ph_category=Neutral_Soil, sowing_season=Winter",yield_level=High_Yield,0.096,0.34,0.042,0.4375,1.2867647058823528,1.0,0.00936,1.1733333333333331,0.24652338811630847,0.10659898477157359,0.1477272727272727,0.28051470588235294
"ndvi_category=High_NDVI, sowing_season=Winter, fertilizer_type=Mixed",yield_level=High_Yield,0.078,0.34,0.034,0.4358974358974359,1.282051282051282,1.0,0.0074800000000000005,1.17,0.2386117136659436,0.08854166666666667,0.14529914529914528,0.26794871794871794
"crop_type=Wheat, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.078,0.34,0.034,0.4358974358974359,1.282051282051282,1.0,0.0074800000000000005,1.17,0.2386117136659436,0.08854166666666667,0.14529914529914528,0.26794871794871794
"rainfall_category=Moderate_Rain, crop_type=Soybean, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.092,0.34,0.04,0.4347826086956522,1.278772378516624,1.0,0.008719999999999999,1.1676923076923076,0.24008810572687217,0.1020408163265306,0.14361001317523062,0.2762148337595908
"ph_category=Neutral_Soil, sowing_season=Spring, rainfall_category=Moderate_Rain, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.092,0.34,0.04,0.4347826086956522,1.278772378516624,1.0,0.008719999999999999,1.1676923076923076,0.24008810572687217,0.1020408163265306,0.14361001317523062,0.2762148337595908
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, fertilizer_type=Mixed",yield_level=High_Yield,0.092,0.34,0.04,0.4347826086956522,1.278772378516624,1.0,0.008719999999999999,1.1676923076923076,0.24008810572687217,0.1020408163265306,0.14361001317523062,0.2762148337595908
"ph_category=Neutral_Soil, ndvi_category=High_NDVI, moisture_category=Dry_Soil, fertilizer_type=Mixed",yield_level=High_Yield,0.092,0.34,0.04,0.4347826086956522,1.278772378516624,1.0,0.008719999999999999,1.1676923076923076,0.24008810572687217,0.1020408163265306,0.14361001317523062,0.2762148337595908
"rainfall_category=Moderate_Rain, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.322,0.34,0.14,0.4347826086956522,1.278772378516624,1.0,0.030520000000000005,1.1676923076923076,0.32153392330383485,0.26819923371647514,0.14361001317523062,0.42327365728900257
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, moisture_category=Dry_Soil, irrigation_type=Sprinkler",yield_level=High_Yield,0.092,0.34,0.04,0.4347826086956522,1.278772378516624,1.0,0.008719999999999999,1.1676923076923076,0.24008810572687217,0.1020408163265306,0.14361001317523062,0.2762148337595908
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.198,0.34,0.086,0.4343434343434343,1.277480689245395,1.0,0.01867999999999999,1.1667857142857139,0.2708345415530939,0.19026548672566368,0.14294459749005198,0.34364230540701124
"moisture_category=Dry_Soil, sowing_season=Winter, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.106,0.34,0.046,0.4339622641509434,1.276359600443951,1.0,0.009959999999999997,1.166,0.2421943390720746,0.11499999999999999,0.1423670668953688,0.2846281908990011
"rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.106,0.34,0.046,0.4339622641509434,1.276359600443951,1.0,0.009959999999999997,1.166,0.2421943390720746,0.11499999999999999,0.1423670668953688,0.2846281908990011
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, sowing_season=Winter, irrigation_type=Sprinkler",yield_level=High_Yield,0.106,0.34,0.046,0.4339622641509434,1.276359600443951,1.0,0.009959999999999997,1.166,0.2421943390720746,0.11499999999999999,0.1423670668953688,0.2846281908990011
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, sowing_season=Winter, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.12,0.34,0.052,0.43333333333333335,1.2745098039215685,1.0,0.011199999999999995,1.164705882352941,0.24475524475524466,0.12745098039215685,0.1414141414141414,0.2931372549019608
"rainfall_category=Low_Rain, ph_category=Neutral_Soil",yield_level=High_Yield,0.148,0.34,0.064,0.43243243243243246,1.2718600953895072,1.0,0.013679999999999998,1.1628571428571428,0.2508802816901408,0.1509433962264151,0.14004914004914007,0.31033386327503976
"region=East Africa, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.074,0.34,0.032,0.43243243243243246,1.2718600953895072,1.0,0.006839999999999999,1.1628571428571428,0.23083153347732177,0.08376963350785341,0.14004914004914007,0.263275039745628
"crop_type=Cotton, rainfall_category=Moderate_Rain, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.074,0.34,0.032,0.43243243243243246,1.2718600953895072,1.0,0.006839999999999999,1.1628571428571428,0.23083153347732177,0.08376963350785341,0.14004914004914007,0.263275039745628
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, sowing_season=Winter, irrigation_type=Sprinkler",yield_level=High_Yield,0.074,0.34,0.032,0.43243243243243246,1.2718600953895072,1.0,0.006839999999999999,1.1628571428571428,0.23083153347732177,0.08376963350785341,0.14004914004914007,0.263275039745628
rainfall_category=Low_Rain,yield_level=High_Yield,0.19,0.34,0.082,0.43157894736842106,1.2693498452012384,1.0,0.0174,1.161111111111111,0.2619692863595302,0.1830357142857143,0.13875598086124402,0.3363777089783282
"irrigation_type=No Irrigation, sowing_season=Spring, moisture_category=Dry_Soil",yield_level=High_Yield,0.102,0.34,0.044,0.43137254901960786,1.2687427912341407,1.0,0.009319999999999995,1.1606896551724137,0.23587770803806427,0.11055276381909547,0.13844325609031494,0.2803921568627451
"rainfall_category=Low_Rain, water_eff_category=High_Water_Eff, sowing_season=Winter",yield_level=High_Yield,0.116,0.34,0.05,0.4310344827586207,1.2677484787018256,1.0,0.01056,1.1600000000000001,0.23891402714932125,0.12315270935960591,0.13793103448275865,0.28904665314401623
"moisture_category=Dry_Soil, sowing_season=Winter, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.144,0.34,0.062,0.4305555555555556,1.2663398692810457,1.0,0.013040000000000003,1.1590243902439024,0.245703949351824,0.14691943127962084,0.13720538720538722,0.3064542483660131
"temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.172,0.34,0.074,0.43023255813953487,1.2653898768809848,1.0,0.015519999999999999,1.1583673469387754,0.2532967750359055,0.1689497716894977,0.1367159971811134,0.32393980848153214
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.228,0.34,0.098,0.4298245614035088,1.264189886480908,1.0,0.020479999999999998,1.1575384615384614,0.2706989531563921,0.2085106382978723,0.1360978203083466,0.3590299277605779
"irrigation_type=Drip, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, temp_category=Moderate_Temp",yield_level=High_Yield,0.098,0.34,0.042,0.4285714285714286,1.2605042016806722,1.0,0.00868,1.155,0.22912047302291205,0.10606060606060605,0.13419913419913423,0.27605042016806725
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.154,0.34,0.066,0.4285714285714286,1.2605042016806722,1.0,0.01364,1.155,0.24428684003152085,0.15420560747663553,0.13419913419913423,0.31134453781512605
"ph_category=Neutral_Soil, sowing_season=Spring, irrigation_type=No Irrigation, moisture_category=Dry_Soil",yield_level=High_Yield,0.084,0.34,0.036,0.4285714285714285,1.260504201680672,1.0,0.007439999999999992,1.1549999999999998,0.22561863173216862,0.09278350515463915,0.13419913419913407,0.26722689075630246
"fertilizer_type=Organic, ph_category=Neutral_Soil, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.07,0.34,0.03,0.4285714285714285,1.260504201680672,1.0,0.006199999999999994,1.1549999999999998,0.22222222222222202,0.07894736842105263,0.13419913419913407,0.2584033613445378
"rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.28,0.34,0.12,0.4285714285714285,1.260504201680672,1.0,0.024799999999999975,1.1549999999999998,0.28703703703703676,0.23999999999999994,0.13419913419913407,0.39075630252100835
"region=East Africa, moisture_category=Dry_Soil, fertilizer_type=Mixed",yield_level=High_Yield,0.07,0.34,0.03,0.4285714285714285,1.260504201680672,1.0,0.006199999999999994,1.1549999999999998,0.22222222222222202,0.07894736842105263,0.13419913419913407,0.2584033613445378
"irrigation_type=No Irrigation, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.084,0.34,0.036,0.4285714285714285,1.260504201680672,1.0,0.007439999999999992,1.1549999999999998,0.22561863173216862,0.09278350515463915,0.13419913419913407,0.26722689075630246
"rainfall_category=Moderate_Rain, irrigation_type=Drip, temp_category=Moderate_Temp",yield_level=High_Yield,0.112,0.34,0.048,0.42857142857142855,1.260504201680672,1.0,0.009919999999999998,1.155,0.23273273273273268,0.1188118811881188,0.13419913419913415,0.2848739495798319
"region=East Africa, ph_category=Neutral_Soil, moisture_category=Dry_Soil",yield_level=High_Yield,0.14,0.34,0.06,0.4285714285714285,1.260504201680672,1.0,0.012399999999999987,1.1549999999999998,0.2403100775193796,0.14285714285714285,0.13419913419913407,0.30252100840336127
"irrigation_type=No Irrigation, sowing_season=Spring, temp_category=Moderate_Temp",yield_level=High_Yield,0.07,0.34,0.03,0.4285714285714285,1.260504201680672,1.0,0.006199999999999994,1.1549999999999998,0.22222222222222202,0.07894736842105263,0.13419913419913407,0.2584033613445378
"ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, region=North India",yield_level=High_Yield,0.07,0.34,0.03,0.4285714285714285,1.260504201680672,1.0,0.006199999999999994,1.1549999999999998,0.22222222222222202,0.07894736842105263,0.13419913419913407,0.2584033613445378
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, irrigation_type=Manual, temp_category=Moderate_Temp",yield_level=High_Yield,0.07,0.34,0.03,0.4285714285714285,1.260504201680672,1.0,0.006199999999999994,1.1549999999999998,0.22222222222222202,0.07894736842105263,0.13419913419913407,0.2584033613445378
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, sowing_season=Winter, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.136,0.34,0.058,0.4264705882352941,1.2543252595155707,1.0,0.01176,1.1507692307692308,0.2346743295019157,0.13875598086124402,0.1310160427807486,0.2985294117647059
"region=East Africa, sowing_season=Winter",yield_level=High_Yield,0.136,0.34,0.058,0.4264705882352941,1.2543252595155707,1.0,0.01176,1.1507692307692308,0.2346743295019157,0.13875598086124402,0.1310160427807486,0.2985294117647059
"fertilizer_type=Organic, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.108,0.34,0.046,0.42592592592592593,1.2527233115468408,1.0,0.009279999999999997,1.1496774193548385,0.2261649444336127,0.1144278606965174,0.13019079685746351,0.28061002178649236
"crop_type=Soybean, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.108,0.34,0.046,0.42592592592592593,1.2527233115468408,1.0,0.009279999999999997,1.1496774193548385,0.2261649444336127,0.1144278606965174,0.13019079685746351,0.28061002178649236
"ph_category=Neutral_Soil, sowing_season=Spring, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.094,0.34,0.04,0.425531914893617,1.2515644555694618,1.0,0.008039999999999999,1.1488888888888886,0.22185430463576153,0.1015228426395939,0.12959381044487425,0.2715894868585732
"region=East Africa, moisture_category=Dry_Soil",yield_level=High_Yield,0.188,0.34,0.08,0.425531914893617,1.2515644555694618,1.0,0.016079999999999997,1.1488888888888886,0.24753694581280783,0.17857142857142858,0.12959381044487425,0.3304130162703379
"crop_type=Soybean, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.094,0.34,0.04,0.425531914893617,1.2515644555694618,1.0,0.008039999999999999,1.1488888888888886,0.22185430463576153,0.1015228426395939,0.12959381044487425,0.2715894868585732
"moisture_category=Dry_Soil, sowing_season=Winter, temp_category=Moderate_Temp, fertilizer_type=Mixed",yield_level=High_Yield,0.094,0.34,0.04,0.425531914893617,1.2515644555694618,1.0,0.008039999999999999,1.1488888888888886,0.22185430463576153,0.1015228426395939,0.12959381044487425,0.2715894868585732
"fertilizer_type=Organic, rainfall_category=Moderate_Rain, sowing_season=Winter, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.08,0.34,0.034,0.42500000000000004,1.25,1.0,0.0068000000000000005,1.1478260869565218,0.21739130434782608,0.08808290155440415,0.12878787878787884,0.2625
"fertilizer_type=Organic, sowing_season=Winter, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.08,0.34,0.034,0.42500000000000004,1.25,1.0,0.0068000000000000005,1.1478260869565218,0.21739130434782608,0.08808290155440415,0.12878787878787884,0.2625
