farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month
FARM4118,"Java, Indonesia",Soybean,36.41,5.73,28.1,2294.04,86.63,4.83,Sprinkler,Inorganic,36.72,2024-04-26,2024-08-23,119,1667.35,SENS4118,2024-07-17,-7.008624,109.851719,0.56,Severe,4,8
FARM4119,"Rabat-Salé-Kénitra, Morocco",Cotton,12.84,6.69,23.33,488.61,60.94,4.52,Sprinkler,Organic,31.81,2024-01-24,2024-06-14,142,1500.0,SENS4119,2024-05-01,34.353109,-6.543508,0.31,Mild,1,6
FARM4120,Kenya Highlands,Soybean,36.51,6.33,22.35,1464.79,62.52,7.72,Drip,Organic,23.18,2024-02-11,2024-05-27,106,2203.03,SENS4120,2024-03-21,0.452674,36.075855,0.39,Mild,2,5
FARM4121,"Andalusia, Spain",Olives,11.73,5.9,34.03,497.21,54.6,7.57,Flood,Biofertilizer,41.44,2024-02-02,2024-06-11,130,1500.0,SENS4121,2024-04-17,37.988886,-5.545504,0.34,Mild,2,6
FARM4122,Kenya Highlands,Soybean,32.12,6.53,20.72,1134.6,57.16,5.59,Manual,Inorganic,29.32,2024-04-15,2024-07-23,99,2130.75,SENS4122,2024-06-28,-0.559476,36.366754,0.57,Mild,4,7
FARM4123,North India,Wheat,17.88,6.34,11.29,602.12,56.47,7.23,Drip,Organic,37.57,2024-01-24,2024-07-07,165,1500.0,SENS4123,2024-03-30,26.077798,76.113014,0.59,No Disease,1,7
FARM4124,"Punjab, India",Cotton,21.47,7.27,23.6,322.45,44.5,9.69,Center Pivot,Inorganic,43.55,2024-01-28,2024-05-03,96,4379.95,SENS4124,2024-03-29,29.543776,74.639693,0.8,Mild,1,5
FARM4125,Central Thailand,Tomatoes,30.04,7.16,25.61,1066.75,52.21,8.06,Sprinkler,Organic,9.36,2024-01-18,2024-07-02,166,3340.79,SENS4125,2024-04-07,13.700126,99.802336,0.52,No Disease,1,7
FARM4126,Kenya Highlands,Soybean,39.14,6.14,22.34,890.32,87.73,7.05,Drip,Biofertilizer,27.84,2024-02-18,2024-07-23,156,1958.61,SENS4126,2024-05-18,0.618252,37.029003,0.37,Severe,2,7
FARM4127,South Africa Cape,Tomatoes,24.73,6.59,28.35,666.92,47.52,5.3,Center Pivot,Mixed,17.89,2024-03-03,2024-08-07,157,2266.75,SENS4127,2024-06-17,-33.221303,18.270213,0.53,Severe,3,8
FARM4128,"Casablanca-Settat, Morocco",Olives,29.61,6.38,17.75,420.79,87.36,9.34,No Irrigation,Mixed,34.68,2024-01-22,2024-07-05,165,1916.61,SENS4128,2024-05-02,32.97784,-7.714247,0.85,Severe,1,7
FARM4129,"Midwest, USA",Maize,15.8,6.0,-1.79,1097.07,48.16,6.02,Flood,Organic,18.02,2024-04-16,2024-08-06,112,2096.44,SENS4129,2024-06-04,42.307749,-91.724319,0.66,No Disease,4,8
FARM4130,South Africa Cape,Barley,32.35,7.25,12.56,407.93,48.81,6.05,Flood,Organic,12.59,2024-01-24,2024-07-13,171,2488.26,SENS4130,2024-03-31,-34.421236,19.556886,0.84,Mild,1,7
FARM4131,"Bavaria, Germany",Maize,42.43,6.42,16.37,1159.71,69.12,5.38,No Irrigation,Mixed,49.57,2024-04-07,2024-08-20,135,3822.51,SENS4131,2024-07-12,48.389426,13.184224,0.47,No Disease,4,8
FARM4132,"Souss-Massa, Morocco",Tomatoes,18.57,5.8,17.08,211.98,51.33,5.51,Drip,Biofertilizer,27.68,2024-01-18,2024-05-15,118,1500.0,SENS4132,2024-04-23,29.969454,-9.530437,0.53,Mild,1,5
FARM4133,"Punjab, India",Citrus,13.47,7.14,28.38,787.27,65.28,7.13,Manual,Mixed,28.36,2024-03-04,2024-08-23,172,1500.0,SENS4133,2024-06-19,30.840071,76.363242,0.5,Severe,3,8
FARM4134,"Minas Gerais, Brazil",Soybean,29.27,5.93,26.24,1579.67,44.09,4.54,No Irrigation,Biofertilizer,12.5,2024-04-03,2024-08-04,123,2758.45,SENS4134,2024-05-07,-18.420389,-45.843322,0.31,No Disease,4,8
FARM4135,"Murray-Darling, Australia",Cotton,17.46,6.48,37.75,256.11,47.44,7.02,Drip,Mixed,22.97,2024-04-15,2024-08-30,137,2318.69,SENS4135,2024-05-27,-34.774393,147.96177,0.49,Moderate,4,8
FARM4136,"Marrakech-Safi, Morocco",Olives,28.82,6.68,22.46,327.66,84.81,9.66,Manual,Mixed,37.71,2024-03-14,2024-06-17,95,2493.96,SENS4136,2024-04-26,32.242177,-7.524221,0.51,Moderate,3,6
FARM4137,East Africa,Maize,43.49,5.6,27.21,865.45,44.41,7.48,Center Pivot,Biofertilizer,44.22,2024-01-17,2024-04-22,96,5720.55,SENS4137,2024-02-25,1.150539,40.2864,0.55,No Disease,1,4
FARM4138,"Casablanca-Settat, Morocco",Wheat,24.78,6.59,22.01,407.31,69.72,4.91,Manual,Biofertilizer,23.54,2024-02-12,2024-07-18,157,2318.07,SENS4138,2024-04-09,33.544961,-8.410231,0.32,No Disease,2,7
FARM4139,"Rabat-Salé-Kénitra, Morocco",Cotton,23.05,7.34,16.34,551.12,59.38,4.9,Drip,Inorganic,39.11,2024-04-16,2024-08-14,120,2722.3,SENS4139,2024-07-18,34.012254,-6.426414,0.64,No Disease,4,8
FARM4140,South Africa Cape,Cotton,27.58,7.29,16.82,411.74,79.77,4.17,No Irrigation,Organic,44.66,2024-01-19,2024-05-08,110,1906.2,SENS4140,2024-04-28,-33.966064,18.301538,0.57,No Disease,1,5
FARM4141,"California, USA",Barley,27.03,5.69,16.33,296.79,79.28,6.82,Sprinkler,Mixed,25.11,2024-01-28,2024-05-10,103,4704.77,SENS4141,2024-03-15,37.385854,-121.047069,0.3,Mild,1,5
FARM4142,North India,Soybean,22.83,6.65,32.84,344.03,63.03,5.09,Center Pivot,Organic,18.47,2024-03-11,2024-06-12,93,2527.43,SENS4142,2024-04-28,28.957022,80.158523,0.48,Severe,3,6
FARM4143,"Pampas, Argentina",Wheat,25.54,6.6,25.57,768.47,69.78,7.54,Flood,Inorganic,6.55,2024-01-22,2024-07-02,162,1971.91,SENS4143,2024-04-24,-36.695212,-61.97409,0.79,Mild,1,7
FARM4144,"Tuscany, Italy",Cotton,36.44,6.81,25.94,833.46,45.21,5.81,No Irrigation,Inorganic,27.83,2024-02-17,2024-07-21,155,2546.29,SENS4144,2024-03-30,42.938513,10.846859,0.48,No Disease,2,7
FARM4145,"Tuscany, Italy",Wheat,31.96,5.51,14.98,906.0,59.01,5.74,Sprinkler,Inorganic,14.81,2024-02-26,2024-07-01,126,3857.21,SENS4145,2024-04-03,43.804718,11.995567,0.45,Moderate,2,7
FARM4146,"Casablanca-Settat, Morocco",Citrus,41.11,6.49,18.64,252.32,84.76,4.38,Manual,Inorganic,46.24,2024-01-10,2024-05-07,118,2005.43,SENS4146,2024-03-08,33.132212,-7.228437,0.55,Mild,1,5
FARM4147,South India,Soybean,28.03,6.14,22.76,1982.07,59.63,5.32,Flood,Biofertilizer,27.24,2024-03-04,2024-07-28,146,4408.5,SENS4147,2024-05-07,15.467062,80.375221,0.77,No Disease,3,7
FARM4148,"Tuscany, Italy",Cotton,19.72,6.79,30.89,708.15,78.53,9.9,No Irrigation,Inorganic,48.61,2024-02-17,2024-08-04,169,2655.99,SENS4148,2024-05-23,43.153902,10.737888,0.85,No Disease,2,8
FARM4149,"Nile Delta, Egypt",Citrus,16.07,5.86,15.43,35.7,59.67,6.22,Sprinkler,Biofertilizer,42.39,2024-02-05,2024-06-17,133,2714.61,SENS4149,2024-05-25,30.250004,31.461178,0.7,Moderate,2,6
FARM4150,"Tuscany, Italy",Wheat,39.46,5.87,9.19,868.81,83.94,7.16,Drip,Inorganic,11.48,2024-02-05,2024-06-05,121,3562.76,SENS4150,2024-04-11,43.168012,11.044459,0.69,No Disease,2,6
FARM4151,"Casablanca-Settat, Morocco",Cotton,19.87,7.36,28.34,366.63,51.89,5.52,Sprinkler,Mixed,20.96,2024-04-15,2024-07-27,103,3363.61,SENS4151,2024-07-01,32.536639,-7.901135,0.84,No Disease,4,7
FARM4152,"Midwest, USA",Wheat,37.59,7.0,23.98,686.3,51.63,5.95,Center Pivot,Inorganic,36.96,2024-03-04,2024-08-07,156,2181.22,SENS4152,2024-06-06,41.728716,-87.189887,0.44,Moderate,3,8
FARM4153,"Java, Indonesia",Rice,44.92,6.85,24.75,2168.86,74.13,7.72,No Irrigation,Biofertilizer,49.54,2024-03-03,2024-07-23,142,2067.97,SENS4153,2024-06-10,-6.593054,113.044764,0.34,No Disease,3,7
FARM4154,"Shandong, China",Maize,33.6,7.26,3.09,622.58,44.72,7.24,No Irrigation,Mixed,18.33,2024-02-19,2024-06-04,106,1851.23,SENS4154,2024-05-21,36.462389,117.510652,0.7,Moderate,2,6
FARM4155,"Nile Delta, Egypt",Wheat,23.49,7.21,26.75,35.42,59.91,8.87,No Irrigation,Organic,17.62,2024-04-26,2024-08-18,114,3919.47,SENS4155,2024-07-25,31.390067,30.09421,0.3,No Disease,4,8
FARM4156,"Tuscany, Italy",Olives,12.7,7.13,15.2,751.75,60.28,6.94,Sprinkler,Organic,16.91,2024-03-10,2024-07-16,128,4504.5,SENS4156,2024-05-12,42.679118,10.535222,0.61,No Disease,3,7
FARM4157,South Africa Cape,Barley,20.32,5.51,18.53,796.01,78.38,5.07,No Irrigation,Inorganic,7.36,2024-03-18,2024-08-24,159,3255.36,SENS4157,2024-05-18,-33.140726,19.941059,0.85,Moderate,3,8
FARM4158,Central Thailand,Maize,40.24,6.91,34.13,1543.18,74.43,7.88,Manual,Organic,29.64,2024-04-03,2024-08-09,128,4402.56,SENS4158,2024-05-12,13.756662,101.05382,0.59,No Disease,4,8
FARM4159,Central Thailand,Rice,37.39,5.69,33.18,1128.29,87.2,8.34,No Irrigation,Biofertilizer,14.65,2024-01-23,2024-05-11,109,2164.43,SENS4159,2024-03-08,14.343902,99.676538,0.88,Mild,1,5
FARM4160,"Queensland, Australia",Maize,34.39,6.22,34.81,455.11,43.92,9.61,No Irrigation,Organic,31.54,2024-02-22,2024-08-03,163,2142.44,SENS4160,2024-03-26,-23.943695,148.984936,0.75,No Disease,2,8
FARM4161,"Rabat-Salé-Kénitra, Morocco",Wheat,44.02,7.19,20.89,514.39,62.24,7.99,Flood,Inorganic,40.29,2024-01-27,2024-05-09,103,2895.05,SENS4161,2024-04-14,34.261541,-6.171525,0.31,Moderate,1,5
FARM4162,North India,Potatoes,44.79,6.72,34.97,374.35,51.15,8.05,No Irrigation,Inorganic,43.54,2024-02-10,2024-07-11,152,3569.42,SENS4162,2024-03-16,31.907172,87.260529,0.37,No Disease,2,7
FARM4163,"Souss-Massa, Morocco",Wheat,11.32,6.09,33.01,289.36,58.66,6.09,Drip,Organic,39.16,2024-03-03,2024-06-26,115,2117.86,SENS4163,2024-06-12,30.880306,-9.979803,0.51,No Disease,3,6
FARM4164,"Nile Delta, Egypt",Barley,10.82,6.25,27.72,64.62,42.73,4.64,Center Pivot,Inorganic,45.56,2024-01-11,2024-04-20,100,1500.0,SENS4164,2024-03-21,31.492489,30.792047,0.47,No Disease,1,4
FARM4165,"Marrakech-Safi, Morocco",Citrus,30.7,5.58,19.4,274.31,63.02,6.61,No Irrigation,Organic,29.6,2024-01-10,2024-05-18,129,2395.37,SENS4165,2024-04-02,31.935295,-9.349386,0.74,Mild,1,5
FARM4166,"Casablanca-Settat, Morocco",Tomatoes,26.72,6.54,30.68,467.4,66.46,9.21,No Irrigation,Biofertilizer,42.8,2024-03-26,2024-06-30,96,1777.65,SENS4166,2024-06-06,33.062614,-7.310886,0.49,No Disease,3,6
FARM4167,"Shandong, China",Barley,16.34,7.3,30.42,606.37,44.32,5.56,Sprinkler,Organic,24.76,2024-02-03,2024-05-05,92,2543.21,SENS4167,2024-04-24,35.826411,117.018845,0.66,No Disease,2,5
FARM4168,"Provence, France",Cotton,39.72,6.33,21.78,563.13,62.19,7.55,Sprinkler,Inorganic,10.54,2024-03-11,2024-08-08,150,3987.08,SENS4168,2024-07-03,43.744351,4.997078,0.39,Mild,3,8
FARM4169,South India,Tomatoes,35.11,6.25,23.56,1750.59,62.14,9.37,No Irrigation,Mixed,5.45,2024-03-26,2024-06-30,96,4148.53,SENS4169,2024-05-08,12.18735,79.477575,0.69,No Disease,3,6
FARM4170,Central Thailand,Soybean,31.14,6.63,26.88,1480.28,53.26,7.03,Center Pivot,Biofertilizer,45.4,2024-03-09,2024-08-25,169,5669.89,SENS4170,2024-05-07,14.455963,99.938667,0.67,No Disease,3,8
FARM4171,"Rabat-Salé-Kénitra, Morocco",Wheat,27.57,6.6,20.92,585.2,66.25,5.9,Manual,Organic,15.41,2024-02-13,2024-07-30,168,4385.43,SENS4171,2024-06-02,34.100684,-6.302284,0.34,No Disease,2,7
FARM4172,"Tuscany, Italy",Olives,13.4,7.1,29.92,826.58,52.81,7.32,Drip,Inorganic,27.95,2024-01-01,2024-05-19,139,2420.39,SENS4172,2024-03-28,42.933913,11.278396,0.44,No Disease,1,5
FARM4173,"Provence, France",Wheat,24.07,7.23,14.62,798.92,67.46,8.0,No Irrigation,Inorganic,12.04,2024-01-12,2024-06-12,152,3160.46,SENS4173,2024-02-15,43.316892,4.743344,0.46,No Disease,1,6
FARM4174,"Marrakech-Safi, Morocco",Citrus,25.99,6.76,28.14,160.2,77.24,4.83,Manual,Biofertilizer,12.5,2024-04-21,2024-08-31,132,3775.05,SENS4174,2024-06-11,32.321715,-9.414224,0.58,Moderate,4,8
FARM4175,"Andalusia, Spain",Cotton,37.1,6.01,23.24,232.28,75.18,6.85,Drip,Organic,32.53,2024-01-13,2024-05-18,126,6115.85,SENS4175,2024-03-20,37.212094,-4.78989,0.33,No Disease,1,5
FARM4176,North India,Barley,21.81,7.46,33.94,678.03,53.92,9.69,Flood,Biofertilizer,12.03,2024-04-20,2024-08-26,128,1500.0,SENS4176,2024-08-09,27.463141,83.381335,0.53,Moderate,4,8
FARM4177,"Pampas, Argentina",Potatoes,36.66,5.51,7.18,994.54,51.18,8.02,Flood,Organic,22.93,2024-03-17,2024-07-17,122,2510.87,SENS4177,2024-05-17,-37.991038,-61.698707,0.8,Mild,3,7
FARM4178,"Tuscany, Italy",Wheat,23.07,5.6,22.59,692.04,69.38,6.76,No Irrigation,Organic,39.23,2024-01-02,2024-05-29,148,2178.52,SENS4178,2024-03-28,43.480477,11.694075,0.42,Moderate,1,5
FARM4179,"California, USA",Barley,43.05,7.44,31.2,659.27,78.6,5.72,Manual,Inorganic,14.87,2024-04-11,2024-09-21,163,2695.44,SENS4179,2024-05-15,34.813354,-119.737093,0.57,Moderate,4,9
FARM4180,"Bavaria, Germany",Wheat,34.18,7.08,26.55,831.55,82.16,8.93,Drip,Biofertilizer,42.63,2024-01-03,2024-05-28,146,2391.28,SENS4180,2024-02-06,48.325336,11.097205,0.7,Moderate,1,5
FARM4181,"Rabat-Salé-Kénitra, Morocco",Wheat,22.03,6.6,19.61,459.3,42.62,8.67,Manual,Mixed,11.25,2024-02-03,2024-06-06,124,2213.2,SENS4181,2024-04-18,34.167287,-6.163266,0.38,No Disease,2,6
FARM4182,"Andalusia, Spain",Citrus,39.65,7.2,21.57,572.66,68.88,9.2,Sprinkler,Inorganic,40.04,2024-04-15,2024-08-18,125,2370.35,SENS4182,2024-08-07,37.653855,-5.357726,0.87,No Disease,4,8
FARM4183,"Midwest, USA",Potatoes,24.91,6.53,29.38,902.78,81.48,9.57,Manual,Inorganic,37.84,2024-04-23,2024-09-03,133,2302.39,SENS4183,2024-06-05,39.114909,-93.59976,0.76,No Disease,4,9
FARM4184,"California, USA",Tomatoes,12.28,5.58,29.65,610.56,46.52,7.49,Center Pivot,Inorganic,29.14,2024-01-27,2024-05-23,117,1844.13,SENS4184,2024-02-26,36.101658,-118.516554,0.87,No Disease,1,5
FARM4185,"Java, Indonesia",Rice,27.15,6.63,32.5,2189.44,42.85,6.26,Flood,Inorganic,21.27,2024-03-20,2024-09-14,178,2970.29,SENS4185,2024-06-09,-7.412055,107.29197,0.7,No Disease,3,9
FARM4186,South India,Maize,45.0,5.73,29.95,1300.04,65.94,9.46,Center Pivot,Biofertilizer,48.53,2024-04-23,2024-08-05,104,2256.52,SENS4186,2024-07-20,17.751527,80.864796,0.65,Mild,4,8
FARM4187,"Souss-Massa, Morocco",Cotton,26.32,7.35,30.78,109.65,89.56,5.15,No Irrigation,Inorganic,44.18,2024-02-19,2024-06-26,128,4828.23,SENS4187,2024-05-22,30.360019,-9.103536,0.39,No Disease,2,6
FARM4188,South Africa Cape,Barley,19.83,5.97,23.91,559.64,74.04,9.37,Manual,Biofertilizer,38.97,2024-02-26,2024-08-05,161,2782.83,SENS4188,2024-06-19,-34.084083,19.919251,0.8,Moderate,2,8
FARM4189,"Rabat-Salé-Kénitra, Morocco",Citrus,21.27,7.49,17.36,558.32,58.83,5.76,Center Pivot,Biofertilizer,15.76,2024-02-28,2024-07-28,151,1938.54,SENS4189,2024-06-21,34.479148,-6.242195,0.7,Mild,2,7
FARM4190,"Marrakech-Safi, Morocco",Tomatoes,18.61,6.34,23.91,159.21,58.48,5.64,Flood,Inorganic,6.83,2024-01-08,2024-05-12,125,2109.36,SENS4190,2024-04-08,32.43034,-8.911375,0.48,Moderate,1,5
FARM4191,"Queensland, Australia",Olives,20.58,6.76,21.1,843.55,89.47,4.25,Drip,Mixed,12.59,2024-04-02,2024-08-25,145,4167.11,SENS4191,2024-07-23,-23.928454,147.326203,0.41,No Disease,4,8
FARM4192,"Marrakech-Safi, Morocco",Barley,22.77,7.02,36.58,152.31,47.72,4.47,Sprinkler,Organic,33.39,2024-03-15,2024-08-29,167,1913.6,SENS4192,2024-04-29,31.062128,-8.544957,0.31,Severe,3,8
FARM4193,"Provence, France",Olives,13.62,5.85,25.76,496.8,82.73,8.23,Flood,Inorganic,13.91,2024-01-13,2024-07-10,179,2085.11,SENS4193,2024-03-30,43.100279,5.810886,0.73,Severe,1,7
FARM4194,"Punjab, India",Cotton,41.42,5.68,37.68,523.22,48.77,9.1,Flood,Biofertilizer,41.87,2024-03-13,2024-07-07,116,3402.62,SENS4194,2024-05-19,31.994313,75.174668,0.48,No Disease,3,7
FARM4195,Kenya Highlands,Cotton,27.88,6.06,12.42,837.98,87.06,4.73,Sprinkler,Inorganic,35.33,2024-03-16,2024-06-14,90,1951.66,SENS4195,2024-04-23,-0.543251,36.020635,0.84,No Disease,3,6
FARM4196,"California, USA",Wheat,29.41,7.4,22.71,512.62,42.69,8.56,Sprinkler,Mixed,15.46,2024-04-13,2024-09-24,164,2475.02,SENS4196,2024-07-29,34.966284,-119.917839,0.52,No Disease,4,9
FARM4197,Central Thailand,Rice,40.25,5.71,25.18,1165.36,79.35,9.02,Sprinkler,Biofertilizer,31.28,2024-03-01,2024-08-17,169,1601.36,SENS4197,2024-03-31,14.614067,101.108439,0.6,Severe,3,8
FARM4198,"Casablanca-Settat, Morocco",Wheat,41.68,6.22,31.5,490.45,58.4,9.12,Drip,Mixed,37.81,2024-01-22,2024-04-28,97,2607.02,SENS4198,2024-03-18,33.351705,-7.833155,0.72,No Disease,1,4
FARM4199,"Casablanca-Settat, Morocco",Citrus,23.8,6.81,22.6,459.63,63.3,7.56,Manual,Mixed,6.82,2024-04-07,2024-09-15,161,1810.4,SENS4199,2024-07-25,33.583353,-7.630869,0.58,Severe,4,9
FARM4200,"Nile Delta, Egypt",Wheat,9.47,6.89,22.78,90.73,50.01,8.57,Drip,Organic,5.55,2024-02-03,2024-06-01,119,1500.0,SENS4200,2024-05-14,30.739079,32.118526,0.88,Mild,2,6
FARM4201,"Midwest, USA",Maize,22.78,5.81,15.89,642.07,66.3,7.3,Flood,Organic,36.94,2024-03-22,2024-08-07,138,1599.25,SENS4201,2024-07-17,42.605216,-90.87244,0.83,Moderate,3,8
FARM4202,North India,Potatoes,31.95,5.53,35.41,402.1,52.28,7.55,Sprinkler,Inorganic,25.54,2024-04-16,2024-07-31,106,3412.05,SENS4202,2024-06-18,27.400162,78.670003,0.6,No Disease,4,7
FARM4203,Kenya Highlands,Tomatoes,37.4,6.84,22.95,1176.8,43.93,8.49,No Irrigation,Inorganic,28.49,2024-01-16,2024-07-10,176,3241.63,SENS4203,2024-04-07,-0.913535,36.56161,0.42,Mild,1,7
FARM4204,Central Thailand,Cotton,41.92,7.21,32.91,1181.15,48.77,4.37,Drip,Inorganic,37.03,2024-03-24,2024-08-14,143,2979.43,SENS4204,2024-05-02,14.988646,101.340237,0.73,No Disease,3,8
FARM4205,"Punjab, India",Citrus,28.21,7.11,18.34,462.26,64.93,5.79,No Irrigation,Inorganic,44.78,2024-02-05,2024-05-07,92,3268.67,SENS4205,2024-04-08,31.17053,74.836771,0.33,Moderate,2,5
FARM4206,Nigeria North,Rice,29.56,5.59,25.57,937.35,84.54,6.09,No Irrigation,Organic,20.4,2024-03-04,2024-08-02,151,3001.28,SENS4206,2024-06-22,12.353145,8.267734,0.69,Mild,3,8
FARM4207,South India,Maize,37.91,6.47,30.84,1475.25,42.72,9.37,No Irrigation,Mixed,19.72,2024-01-05,2024-04-28,114,3151.66,SENS4207,2024-03-30,12.826529,75.146231,0.68,Moderate,1,4
FARM4208,"Nile Delta, Egypt",Citrus,19.2,6.72,32.59,93.67,47.36,6.82,Flood,Organic,18.54,2024-02-11,2024-07-30,170,2707.42,SENS4208,2024-05-10,31.215789,31.59426,0.56,No Disease,2,7
FARM4209,"Bavaria, Germany",Wheat,24.72,7.36,12.32,793.31,75.35,5.96,Flood,Organic,13.07,2024-02-05,2024-06-02,118,2607.45,SENS4209,2024-04-04,47.798302,10.552128,0.67,Moderate,2,6
FARM4210,Kenya Highlands,Cotton,42.08,7.08,12.46,985.96,60.65,8.78,Sprinkler,Biofertilizer,49.7,2024-02-26,2024-08-02,158,2528.46,SENS4210,2024-04-09,-0.290943,36.425522,0.73,Moderate,2,8
FARM4211,"Fès-Meknès, Morocco",Citrus,27.17,7.07,12.26,596.09,80.62,6.39,Manual,Mixed,29.36,2024-02-15,2024-07-28,164,1500.0,SENS4211,2024-04-06,34.409537,-4.992784,0.62,Moderate,2,7
FARM4212,"Murray-Darling, Australia",Olives,16.51,6.91,11.6,303.83,83.6,7.47,Manual,Mixed,23.46,2024-02-20,2024-07-12,143,1500.0,SENS4212,2024-05-26,-35.529444,144.348578,0.9,No Disease,2,7
FARM4213,"Rabat-Salé-Kénitra, Morocco",Barley,19.25,6.02,19.7,446.12,65.29,6.35,Center Pivot,Biofertilizer,33.77,2024-04-25,2024-10-22,180,2556.0,SENS4213,2024-06-08,33.804341,-6.721327,0.61,Mild,4,10
FARM4214,"Casablanca-Settat, Morocco",Barley,37.89,6.91,17.6,250.06,65.33,5.84,Manual,Organic,25.72,2024-02-02,2024-06-25,144,4220.6,SENS4214,2024-05-08,33.553058,-7.791707,0.68,Mild,2,6
FARM4215,"Casablanca-Settat, Morocco",Citrus,32.76,5.82,15.73,252.64,64.08,8.19,Manual,Mixed,18.87,2024-04-16,2024-07-25,100,2724.3,SENS4215,2024-06-23,33.222628,-8.084897,0.7,Moderate,4,7
FARM4216,Kenya Highlands,Rice,40.83,6.98,23.07,1052.42,72.05,6.28,No Irrigation,Biofertilizer,20.69,2024-04-23,2024-08-12,111,1500.0,SENS4216,2024-05-29,-0.402652,37.794491,0.69,Severe,4,8
FARM4217,"Fès-Meknès, Morocco",Olives,28.18,6.98,26.5,449.72,71.33,5.5,Drip,Mixed,8.34,2024-01-23,2024-05-11,109,3046.77,SENS4217,2024-03-23,34.319914,-4.944497,0.8,Severe,1,5
FARM4218,"California, USA",Wheat,17.17,5.83,17.06,762.47,49.09,8.38,No Irrigation,Organic,44.96,2024-04-06,2024-08-24,140,1572.69,SENS4218,2024-05-30,34.740234,-121.107353,0.54,No Disease,4,8
FARM4219,"Andalusia, Spain",Olives,40.48,7.45,13.67,554.49,63.7,5.76,Sprinkler,Mixed,39.64,2024-01-18,2024-04-17,90,2570.51,SENS4219,2024-03-27,37.671444,-5.66026,0.41,No Disease,1,4
FARM4220,"Pampas, Argentina",Barley,13.25,7.19,23.25,653.48,80.11,8.03,Center Pivot,Biofertilizer,13.82,2024-04-25,2024-08-22,119,1875.09,SENS4220,2024-08-06,-36.977269,-58.241903,0.59,Severe,4,8
FARM4221,"Souss-Massa, Morocco",Olives,25.53,5.9,25.31,131.55,81.81,5.53,Manual,Mixed,23.77,2024-04-28,2024-10-09,164,4918.66,SENS4221,2024-08-18,30.898206,-9.745864,0.54,No Disease,4,10
FARM4222,"Shandong, China",Soybean,24.97,6.05,2.15,720.48,79.63,4.77,Drip,Organic,48.83,2024-04-09,2024-10-03,177,1901.87,SENS4222,2024-08-03,37.152291,115.403028,0.31,No Disease,4,10
FARM4223,"Souss-Massa, Morocco",Cotton,22.51,5.58,19.32,247.24,83.89,9.66,Center Pivot,Biofertilizer,32.84,2024-04-01,2024-07-27,117,2008.91,SENS4223,2024-06-15,29.966975,-9.236276,0.78,No Disease,4,7
FARM4224,"Tuscany, Italy",Tomatoes,10.26,6.26,30.98,804.89,40.39,5.43,Drip,Organic,25.46,2024-04-28,2024-09-20,145,1500.0,SENS4224,2024-08-07,42.90323,11.150463,0.49,No Disease,4,9
FARM4225,"Tanger-Tétouan, Morocco",Barley,35.6,5.83,23.13,661.82,46.1,9.04,Drip,Organic,20.26,2024-02-07,2024-05-10,93,5588.48,SENS4225,2024-03-23,35.116336,-5.449113,0.56,No Disease,2,5
FARM4226,"Casablanca-Settat, Morocco",Citrus,33.18,6.15,30.95,204.24,63.52,7.28,Center Pivot,Mixed,23.38,2024-02-19,2024-06-09,111,2615.62,SENS4226,2024-05-30,33.051346,-8.494765,0.76,Severe,2,6
FARM4227,"Marrakech-Safi, Morocco",Cotton,43.45,6.48,20.57,166.06,47.63,7.42,Drip,Organic,16.85,2024-02-27,2024-06-17,111,2081.83,SENS4227,2024-06-02,31.129618,-7.899494,0.58,Severe,2,6
FARM4228,"Midwest, USA",Wheat,13.4,7.39,2.92,648.14,86.8,8.5,Sprinkler,Biofertilizer,33.94,2024-02-21,2024-07-16,146,1500.0,SENS4228,2024-04-28,42.477079,-94.975349,0.81,Severe,2,7
FARM4229,"Minas Gerais, Brazil",Maize,37.97,5.96,29.65,1377.79,84.39,5.98,Sprinkler,Organic,32.86,2024-02-01,2024-06-30,150,5429.42,SENS4229,2024-04-28,-19.701286,-44.890105,0.5,No Disease,2,6
FARM4230,Central Thailand,Tomatoes,34.55,7.42,29.04,1054.74,51.07,7.99,No Irrigation,Mixed,25.36,2024-03-05,2024-08-11,159,1500.0,SENS4230,2024-04-12,14.687399,100.178938,0.45,Moderate,3,8
FARM4231,"Bavaria, Germany",Maize,36.36,6.66,23.55,863.9,58.74,9.06,No Irrigation,Inorganic,49.94,2024-04-20,2024-10-16,179,3905.15,SENS4231,2024-06-30,49.279409,12.890203,0.84,Mild,4,10
FARM4232,"Casablanca-Settat, Morocco",Citrus,16.36,7.04,29.51,347.92,85.98,6.05,Drip,Organic,40.23,2024-03-12,2024-07-22,132,4153.77,SENS4232,2024-05-27,33.47176,-7.524627,0.46,No Disease,3,7
FARM4233,"Java, Indonesia",Rice,26.05,7.3,31.8,2719.85,46.15,8.96,Center Pivot,Mixed,47.57,2024-01-20,2024-05-27,128,1500.0,SENS4233,2024-03-06,-6.633078,110.554208,0.48,Moderate,1,5
